N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,CODE
481.0,도화엔지니어링,8500.0,100.0,+1.19%,500.0,2866.0,33720.0,1.32,163962.0,12.86,5.75,002150
482.0,광주신세계,35800.0,950.0,+2.73%,1000.0,2864.0,8000.0,11.02,42559.0,4.84,7.26,037710
483.0,대상홀딩스,7900.0,0.0,0.00%,1000.0,2861.0,36213.0,4.79,31415.0,6.36,7.92,084690
484.0,한국철강,6700.0,80.0,+1.21%,1000.0,2844.0,42450.0,10.14,38267.0,3.77,13.71,104700
485.0,코오롱,22100.0,50.0,+0.23%,5000.0,2790.0,12626.0,9.78,19750.0,2.42,17.18,002020
486.0,유니퀘스트,10160.0,110.0,+1.09%,500.0,2779.0,27356.0,52.57,143735.0,3.81,23.53,077500
487.0,신세계 I&C,16140.0,340.0,+2.15%,500.0,2776.0,17200.0,1.97,127525.0,3.18,16.0,035510
488.0,대한방직,52300.0,100.0,+0.19%,1000.0,2772.0,5300.0,0.51,264.0,-45.16,1.13,001070
489.0,케이씨,20450.0,480.0,+2.40%,500.0,2772.0,13554.0,6.64,60008.0,2.96,8.28,029460
490.0,한국금융지주우,47100.0,100.0,+0.21%,5000.0,2759.0,5858.0,14.76,4086.0,3.3,,071055
491.0,유진투자증권,2845.0,80.0,+2.89%,5000.0,2756.0,96866.0,6.14,293437.0,5.23,9.93,001200
492.0,테이팩스,58300.0,300.0,-0.51%,500.0,2750.0,4718.0,3.28,24627.0,12.15,15.39,055490
493.0,종근당홀딩스,54400.0,600.0,-1.09%,2500.0,2725.0,5010.0,5.53,1912.0,-133.33,2.96,001630
494.0,KBSTAR Fn수소경제테마,9755.0,65.0,+0.67%,0.0,2722.0,27900.0,0.0,25034.0,,,367770
495.0,일진다이아,19100.0,120.0,-0.62%,1000.0,2713.0,14203.0,0.66,18465.0,46.81,2.86,081000
496.0,하나제약,15260.0,20.0,-0.13%,500.0,2712.0,17773.0,0.42,17103.0,11.06,11.57,293480
497.0,한전산업,8280.0,0.0,0.00%,500.0,2699.0,32600.0,1.12,61502.0,20.8,10.22,130660
498.0,동양,1121.0,13.0,+1.17%,500.0,2676.0,238684.0,5.17,244912.0,224.2,2.04,001520
499.0,아주스틸,10090.0,40.0,-0.39%,500.0,2669.0,26452.0,20.72,15095.0,29.25,18.76,139990
500.0,삼익THK,12580.0,130.0,+1.04%,500.0,2642.0,21000.0,34.44,55362.0,12.75,6.1,004380
501.0,대교,3105.0,5.0,+0.16%,500.0,2630.0,84703.0,1.97,235454.0,-4.76,-8.22,019680
502.0,동화약품,9400.0,30.0,-0.32%,1000.0,2626.0,27931.0,4.22,152989.0,11.46,5.27,000020
503.0,무림P&P,4195.0,15.0,-0.36%,2500.0,2616.0,62368.0,2.39,54657.0,7.12,3.09,009580
504.0,일신방직,108400.0,2900.0,+2.75%,5000.0,2602.0,2400.0,7.72,7685.0,7.24,8.48,003200
505.0,SNT홀딩스,15930.0,0.0,0.00%,500.0,2597.0,16304.0,9.7,8855.0,4.11,8.56,036530
506.0,대한제당,2880.0,20.0,+0.70%,500.0,2583.0,89697.0,2.31,166599.0,13.09,4.08,001790
507.0,이엔플러스,4420.0,60.0,-1.34%,500.0,2579.0,58338.0,1.25,2533462.0,-8.05,-30.57,074610
508.0,알루코,2860.0,0.0,0.00%,500.0,2573.0,89969.0,1.19,403508.0,24.87,1.93,001780
509.0,스틱인베스트먼트,6170.0,0.0,0.00%,500.0,2572.0,41678.0,4.58,61200.0,,28.35,026890
510.0,KBSTAR 코스피,25675.0,155.0,+0.61%,0.0,2568.0,10000.0,0.01,41543.0,,,302450
511.0,엘브이엠씨홀딩스,2580.0,0.0,0.00%,0.0,2566.0,99455.0,16.58,273637.0,-20.16,-4.45,900140
512.0,NPC,6980.0,20.0,+0.29%,500.0,2563.0,36720.0,2.08,248033.0,10.42,8.49,004250
513.0,대한제분,150800.0,0.0,0.00%,5000.0,2549.0,1690.0,8.53,2283.0,16.29,10.53,001130
514.0,AJ네트웍스,5420.0,110.0,+2.07%,1000.0,2538.0,46822.0,5.16,752550.0,8.09,23.75,095570
515.0,에스엠벡셀,2280.0,80.0,+3.64%,500.0,2537.0,111252.0,0.37,290641.0,-28.15,,010580
516.0,금호건설,6850.0,0.0,0.00%,5000.0,2531.0,36954.0,6.14,77652.0,3.92,28.4,002990
517.0,다올투자증권,4195.0,30.0,+0.72%,5000.0,2530.0,60314.0,11.18,1119288.0,2.03,26.35,030210
518.0,사조대림,27600.0,200.0,+0.73%,5000.0,2529.0,9164.0,4.54,6497.0,4.32,16.06,003960
519.0,서연이화,9230.0,130.0,+1.43%,500.0,2495.0,27028.0,10.16,169220.0,3.38,4.15,200880
520.0,자이에스앤디,6420.0,50.0,+0.78%,1000.0,2490.0,38783.0,0.88,96226.0,3.53,,317400
521.0,삼성출판사,24850.0,450.0,-1.78%,500.0,2485.0,10000.0,1.17,40068.0,21.93,1.9,068290
522.0,KODEX K-메타버스액티브,8430.0,100.0,+1.20%,0.0,2462.0,29200.0,1.19,164489.0,,,401470
523.0,AK홀딩스,18560.0,760.0,+4.27%,5000.0,2459.0,13248.0,3.48,24440.0,-4.47,-17.3,006840
524.0,HLB글로벌,5800.0,30.0,+0.52%,500.0,2457.0,42367.0,4.78,111539.0,-19.4,-12.23,003580
525.0,이월드,1726.0,0.0,0.00%,1000.0,2448.0,141806.0,0.66,108437.0,-33.84,-4.59,084680
526.0,방림,5770.0,10.0,+0.17%,500.0,2442.0,42314.0,1.32,72619.0,43.71,2.78,003610
527.0,삼부토건,1232.0,1.0,-0.08%,1000.0,2435.0,197673.0,4.25,810809.0,-17.11,3.67,001470
528.0,BYC,388500.0,500.0,+0.13%,5000.0,2427.0,625.0,1.59,593.0,7.84,6.39,001460
529.0,선진,10150.0,300.0,+3.05%,500.0,2414.0,23780.0,12.13,65425.0,-8.3,10.96,136490
530.0,교촌에프앤비,9640.0,50.0,-0.52%,500.0,2408.0,24983.0,0.42,12559.0,15.86,17.91,339770
531.0,KPX케미칼,49550.0,450.0,+0.92%,5000.0,2398.0,4840.0,28.32,2424.0,6.77,8.83,025000
532.0,삼영무역,12890.0,20.0,-0.15%,500.0,2380.0,18467.0,18.56,8278.0,6.0,10.12,002810
533.0,KODEX 은행,6845.0,185.0,-2.63%,0.0,2372.0,34650.0,0.0,729456.0,,,091170
534.0,TIGER 차이나CSI300,10080.0,90.0,-0.88%,0.0,2369.0,23500.0,0.6,66100.0,,,192090
535.0,TIGER 리츠부동산인프라,4865.0,20.0,-0.41%,0.0,2367.0,48650.0,0.0,113799.0,,,329200
536.0,KBSTAR 미국나스닥100,11790.0,145.0,+1.25%,0.0,2358.0,20000.0,0.01,37370.0,,,368590
537.0,금호석유우,77800.0,300.0,-0.38%,5000.0,2352.0,3023.0,6.61,6004.0,2.21,,011785
538.0,TIGER 코스피,25700.0,140.0,+0.55%,0.0,2352.0,9150.0,0.0,26359.0,,,277630
539.0,하이트진로홀딩스,10110.0,10.0,+0.10%,5000.0,2346.0,23207.0,7.51,15379.0,4.53,6.48,000140
540.0,KPX홀딩스,55500.0,200.0,+0.36%,5000.0,2345.0,4225.0,31.09,841.0,5.0,5.79,092230
541.0,디앤디플랫폼리츠,3640.0,20.0,-0.55%,1000.0,2344.0,64400.0,1.19,62457.0,202.22,0.38,377190
542.0,아모레G3우(전환),33050.0,350.0,+1.07%,500.0,2344.0,7092.0,4.94,1873.0,85.4,,00279K
543.0,한독,17000.0,60.0,+0.35%,500.0,2340.0,13764.0,1.73,37727.0,69.96,0.86,002390
544.0,사조산업,46750.0,1500.0,+3.31%,5000.0,2338.0,5000.0,4.1,33160.0,4.02,10.57,007160
545.0,대덕,6880.0,10.0,+0.15%,500.0,2332.0,33890.0,6.91,73894.0,8.56,-0.39,008060
546.0,미원홀딩스,100000.0,400.0,-0.40%,500.0,2320.0,2320.0,0.23,1102.0,7.21,18.16,107590
547.0,성신양회,9460.0,10.0,-0.11%,5000.0,2319.0,24516.0,5.27,70884.0,16.8,1.57,004980
548.0,흥국화재,3610.0,65.0,+1.83%,5000.0,2319.0,64243.0,2.37,45899.0,2.01,8.77,000540
549.0,KBSTAR ESG사회책임투자,10575.0,35.0,-0.33%,0.0,2284.0,21600.0,0.0,2389.0,,,290130
550.0,SOL 종합채권(AA-이상)액티브,101300.0,455.0,+0.45%,0.0,2270.0,2241.0,0.0,2.0,,,436140
551.0,동성케미컬,4545.0,0.0,0.00%,1000.0,2258.0,49690.0,2.79,14541.0,8.35,5.75,102260
552.0,그린케미칼,9400.0,20.0,+0.21%,500.0,2256.0,24000.0,0.68,77212.0,12.22,13.46,083420
553.0,KODEX 반도체,26525.0,580.0,+2.24%,0.0,2255.0,8500.0,0.09,178108.0,,,091160
554.0,JW홀딩스,3175.0,20.0,-0.63%,500.0,2237.0,70445.0,1.76,32391.0,57.73,-2.75,096760
555.0,신한서부티엔디리츠,3995.0,25.0,-0.62%,1000.0,2235.0,55956.0,1.49,31621.0,67.71,,404990
556.0,화승인더,4035.0,5.0,+0.12%,500.0,2232.0,55320.0,9.56,77248.0,8.55,-0.59,006060
557.0,DB,1099.0,67.0,+6.49%,500.0,2211.0,201174.0,3.12,3627701.0,10.08,5.78,012030
558.0,에이프로젠바이오로직스,377.0,6.0,-1.57%,500.0,2208.0,585755.0,1.68,1877720.0,12.16,1.6,003060
559.0,LS전선아시아,7100.0,40.0,+0.57%,500.0,2174.0,30625.0,1.5,58992.0,16.47,10.21,229640
560.0,태림포장,3065.0,5.0,+0.16%,500.0,2170.0,70806.0,1.06,40259.0,16.57,5.38,011280
561.0,SOL 200TR,11450.0,50.0,+0.44%,0.0,2164.0,18900.0,0.2,49309.0,,,295040
562.0,CJ제일제당 우,162300.0,2800.0,-1.70%,5000.0,2154.0,1327.0,29.32,5502.0,3.99,,097955
563.0,TIGER KRX BBIG K-뉴딜,7215.0,45.0,+0.63%,0.0,2150.0,29800.0,0.03,40090.0,,,364960
564.0,현대차3우B,88400.0,1700.0,+1.96%,5000.0,2147.0,2429.0,16.27,14408.0,3.94,,005389
565.0,KSS해운,9290.0,40.0,+0.43%,500.0,2145.0,23086.0,5.99,9984.0,3.1,18.34,044450
566.0,넥센,3995.0,5.0,-0.12%,500.0,2139.0,53544.0,1.58,9828.0,16.17,2.68,005720
567.0,TRUE 인버스 2X 천연가스 선물 ETN(H),1445.0,95.0,+7.04%,0.0,2139.0,148000.0,0.0,2808542.0,,,570046
568.0,한신기계,6550.0,10.0,-0.15%,500.0,2125.0,32446.0,4.39,244147.0,131.0,4.86,011700
569.0,현대코퍼레이션,16010.0,10.0,+0.06%,5000.0,2118.0,13229.0,6.65,15540.0,1.91,11.21,011760
570.0,대창단조,7400.0,230.0,+3.21%,500.0,2114.0,28572.0,5.21,850545.0,5.36,13.3,015230
571.0,ARIRANG 코스피TR,12960.0,35.0,+0.27%,0.0,2112.0,16300.0,0.0,194212.0,,,328370
572.0,경농,10800.0,30.0,-0.28%,500.0,2108.0,19523.0,0.77,12283.0,9.42,7.85,002100
573.0,백광산업,4670.0,140.0,+3.09%,500.0,2098.0,44918.0,2.05,694764.0,9.4,8.12,001340
574.0,S-Oil우,52100.0,500.0,-0.95%,2500.0,2095.0,4022.0,12.51,6594.0,2.81,,010955
575.0,GS글로벌,2535.0,10.0,-0.39%,2500.0,2092.0,82534.0,2.69,487160.0,5.67,7.56,001250
576.0,대원강업,3365.0,25.0,+0.75%,500.0,2086.0,62000.0,2.27,44037.0,16.02,-1.49,000430
577.0,일진홀딩스,4210.0,15.0,+0.36%,1000.0,2078.0,49347.0,4.56,94059.0,10.0,5.68,015860
578.0,HDC랩스,7970.0,60.0,-0.75%,500.0,2069.0,25958.0,4.4,1906.0,21.48,4.23,039570
579.0,TIGER Fn메타버스,8465.0,140.0,+1.68%,0.0,2065.0,24400.0,0.46,456721.0,,,400970
580.0,STX중공업,7230.0,140.0,+1.97%,2500.0,2064.0,28553.0,1.16,473300.0,9.88,-4.78,071970
581.0,KBSTAR 미국S&P500,11465.0,90.0,+0.79%,0.0,2064.0,18000.0,0.0,36550.0,,,379780
582.0,LS네트웍스,2605.0,15.0,+0.58%,5000.0,2053.0,78803.0,0.08,43263.0,13.36,11.48,000680
583.0,KBSTAR 200TR,17355.0,100.0,+0.58%,0.0,2039.0,11750.0,0.0,20638.0,,,361580
584.0,부국증권,19640.0,140.0,+0.72%,5000.0,2037.0,10370.0,1.26,4430.0,5.87,12.68,001270
585.0,한세예스24홀딩스,5090.0,30.0,-0.59%,500.0,2036.0,40000.0,2.83,145812.0,4.88,9.57,016450
586.0,KODEX 국고채3년,57185.0,70.0,+0.12%,0.0,2032.0,3554.0,0.05,2590.0,,,114260
587.0,쎌마테라퓨틱스,6410.0,0.0,0.00%,500.0,2032.0,31697.0,0.24,0.0,-92.9,-82.41,015540
588.0,진흥기업,1395.0,1.0,+0.07%,500.0,2029.0,145472.0,1.42,431138.0,3.95,36.86,002780
589.0,백산,8650.0,180.0,+2.13%,500.0,2025.0,23415.0,2.88,99220.0,4.41,14.37,035150
590.0,제일파마홀딩스,12620.0,100.0,-0.79%,500.0,2016.0,15973.0,9.95,10034.0,-21.5,-0.85,002620
591.0,포스코스틸리온,33450.0,400.0,+1.21%,5000.0,2007.0,6000.0,1.41,14374.0,3.9,37.59,058430
592.0,두산우,49900.0,50.0,+0.10%,5000.0,1994.0,3996.0,14.99,509.0,-10.08,,000155
593.0,삼성전기우,68500.0,100.0,+0.15%,5000.0,1991.0,2907.0,6.34,3797.0,5.57,,009155
594.0,해태제과식품,6820.0,20.0,+0.29%,500.0,1986.0,29117.0,0.66,13087.0,-30.86,-0.15,101530
595.0,ACE 단기통안채,100615.0,5.0,0.00%,0.0,1983.0,1971.0,0.0,512.0,,,190620
596.0,한솔테크닉스,6170.0,130.0,+2.15%,5000.0,1981.0,32110.0,7.01,95459.0,81.18,-3.35,004710
597.0,KODEX 골드선물(H),12215.0,20.0,-0.16%,0.0,1979.0,16200.0,0.1,70631.0,,,132030
598.0,아시아나IDT,17560.0,460.0,+2.69%,500.0,1949.0,11100.0,1.11,118501.0,32.46,18.45,267850
599.0,삼성 인버스 2X WTI원유 선물 ETN,130.0,5.0,-3.70%,0.0,1946.0,1497000.0,0.02,13894435.0,,,530036
600.0,JW생명과학,12200.0,0.0,0.00%,2500.0,1932.0,15835.0,2.05,16374.0,15.93,9.78,234080
601.0,경인양행,4605.0,0.0,0.00%,500.0,1916.0,41616.0,3.18,34664.0,8.42,11.1,012610
602.0,TIGER 차이나과창판STAR50(합성),7605.0,45.0,-0.59%,0.0,1913.0,25150.0,2.34,43873.0,,,414780
603.0,삼영전자,9550.0,0.0,0.00%,500.0,1910.0,20000.0,39.89,18725.0,9.12,3.4,005680
604.0,경동인베스트,80700.0,1800.0,-2.18%,5000.0,1909.0,2365.0,9.13,34961.0,11.38,3.43,012320
605.0,에이블씨엔씨,7040.0,90.0,+1.29%,500.0,1903.0,27033.0,10.05,45001.0,-33.52,-32.04,078520
606.0,태경산업,6510.0,10.0,-0.15%,500.0,1903.0,29229.0,3.8,67428.0,7.7,7.28,015890
607.0,신세계푸드,49000.0,50.0,-0.10%,5000.0,1898.0,3872.0,3.95,8265.0,280.0,0.85,031440
608.0,동아지질,13500.0,110.0,-0.81%,500.0,1897.0,14053.0,4.53,41105.0,-13.73,2.35,028100
609.0,대성산업,4190.0,10.0,-0.24%,5000.0,1895.0,45235.0,1.8,132140.0,-4.87,-12.67,128820
610.0,삼성제약,2815.0,5.0,-0.18%,500.0,1891.0,67162.0,4.77,127115.0,-6.93,-32.33,001360
611.0,예스코홀딩스,31400.0,200.0,+0.64%,5000.0,1884.0,6000.0,10.98,5369.0,-11.06,4.47,015360
612.0,제이에스코퍼레이션,14120.0,20.0,+0.14%,100.0,1883.0,13336.0,1.49,24730.0,2.39,27.4,194370
613.0,KTcs,4385.0,75.0,+1.74%,500.0,1872.0,42685.0,7.39,2559985.0,10.83,10.76,058850
614.0,동남합성,51500.0,200.0,-0.39%,500.0,1859.0,3610.0,0.01,749.0,18.3,24.61,023450
615.0,DB금융투자,4380.0,20.0,+0.46%,5000.0,1859.0,42446.0,9.18,28402.0,6.07,13.66,016610
616.0,이지스밸류리츠,5030.0,0.0,0.00%,1000.0,1848.0,36745.0,2.27,28872.0,3.62,19.41,334890
617.0,현대리바트,8980.0,10.0,+0.11%,1000.0,1844.0,20535.0,4.71,18014.0,50.45,2.78,079430
618.0,일진전기,4965.0,20.0,-0.40%,1000.0,1841.0,37080.0,1.45,132521.0,11.34,4.73,103590
619.0,코람코더원리츠,4550.0,20.0,+0.44%,500.0,1838.0,40400.0,0.62,35121.0,116.67,,417310
620.0,인스코비,1623.0,93.0,+6.08%,500.0,1818.0,112009.0,3.95,5268659.0,-28.98,9.75,006490
621.0,서연,7690.0,100.0,-1.28%,500.0,1806.0,23480.0,1.78,146260.0,2.67,5.27,007860
622.0,LG우,59700.0,0.0,0.00%,5000.0,1804.0,3022.0,42.42,4427.0,4.35,,003555
623.0,금강공업,6120.0,120.0,+2.00%,1000.0,1795.0,29329.0,1.97,105697.0,3.11,6.8,014280
624.0,세종공업,6450.0,90.0,-1.38%,500.0,1794.0,27821.0,1.74,172706.0,-25.7,-2.16,033530
625.0,유수홀딩스,6890.0,10.0,-0.14%,2500.0,1794.0,26042.0,16.84,15387.0,5.07,7.79,000700
626.0,KODEX 미국나스닥100레버리지(합성 H),5005.0,165.0,+3.41%,0.0,1789.0,35750.0,0.13,676189.0,,,409820
627.0,계룡건설,19900.0,380.0,+1.95%,5000.0,1777.0,8931.0,20.56,21190.0,1.63,24.9,013580
628.0,TIGER 중장기국채,48760.0,120.0,+0.25%,0.0,1775.0,3640.0,0.04,1864.0,,,302190
629.0,아남전자,2300.0,15.0,-0.65%,500.0,1774.0,77125.0,3.19,3935804.0,8.98,19.31,008700
630.0,진양홀딩스,3155.0,5.0,+0.16%,500.0,1763.0,55895.0,1.96,27882.0,2.72,3.08,100250
631.0,KBSTAR KIS국고채30년Enhanced,73995.0,1100.0,+1.51%,0.0,1746.0,2360.0,0.1,40399.0,,,385560
632.0,TIGER 여행레저,4410.0,10.0,+0.23%,0.0,1745.0,39570.0,0.0,277865.0,,,228800
633.0,대영포장,1607.0,10.0,+0.63%,500.0,1742.0,108395.0,0.8,130167.0,22.63,6.26,014160
634.0,금호에이치티,885.0,1.0,+0.11%,500.0,1736.0,196141.0,1.08,381932.0,-6.6,-6.25,214330
635.0,경보제약,7260.0,50.0,-0.68%,500.0,1736.0,23907.0,1.72,25366.0,-44.54,-4.97,214390
636.0,신라교역,10830.0,20.0,+0.19%,500.0,1733.0,16000.0,3.32,12891.0,3.3,8.32,004970
637.0,우진,8510.0,0.0,0.00%,500.0,1730.0,20324.0,1.33,154492.0,16.18,-5.4,105840
638.0,휴비스,4995.0,20.0,+0.40%,5000.0,1723.0,34500.0,1.38,13170.0,-3.19,0.78,079980
639.0,ARIRANG 고배당주,12285.0,150.0,-1.21%,0.0,1721.0,14010.0,0.05,136377.0,,,161510
640.0,HANARO MSCI Korea TR,13650.0,125.0,+0.92%,0.0,1720.0,12600.0,0.0,51.0,,,332940
641.0,대한화섬,129500.0,800.0,-0.61%,5000.0,1720.0,1328.0,0.22,433.0,6.07,3.61,003830
642.0,한농화성,10940.0,150.0,-1.35%,500.0,1711.0,15637.0,1.31,73483.0,11.6,14.14,011500
643.0,일동홀딩스,14800.0,60.0,-0.40%,1000.0,1708.0,11540.0,1.99,51549.0,-1.62,-80.54,000230
644.0,동성제약,6540.0,10.0,-0.15%,1000.0,1707.0,26101.0,4.85,45780.0,-38.25,-8.51,002210
645.0,NH투자증권우,8980.0,10.0,+0.11%,5000.0,1695.0,18871.0,1.95,38295.0,7.1,,005945
646.0,신원,1649.0,14.0,+0.86%,500.0,1692.0,102586.0,2.49,689263.0,5.87,6.01,009270
647.0,태영건설,4320.0,95.0,+2.25%,500.0,1680.0,38899.0,8.67,374828.0,3.57,11.08,009410
648.0,용평리조트,3490.0,10.0,-0.29%,5000.0,1680.0,48133.0,1.21,19831.0,-17.28,2.27,070960
649.0,효성ITX,14480.0,30.0,+0.21%,500.0,1674.0,11558.0,0.43,16884.0,10.99,18.84,094280
650.0,현대비앤지스틸,11070.0,100.0,+0.91%,5000.0,1669.0,15079.0,4.28,34587.0,4.1,15.07,004560
651.0,TIGER 글로벌4차산업혁신기술(합성 H),15575.0,185.0,+1.20%,0.0,1667.0,10700.0,0.27,6670.0,,,275980
652.0,ACE 중국본토CSI300,27400.0,165.0,-0.60%,0.0,1666.0,6080.0,0.02,3572.0,,,168580
653.0,한국주철관,7270.0,0.0,0.00%,500.0,1658.0,22800.0,4.57,16053.0,4.21,21.36,000970
654.0,동부건설,7240.0,60.0,+0.84%,5000.0,1656.0,22875.0,1.29,47866.0,3.96,22.97,005960
655.0,KB 블룸버그 인버스2X 천연가스선물 ETN(H),65915.0,4080.0,+6.60%,0.0,1648.0,2500.0,0.0,923.0,,,580046
656.0,한컴라이프케어,5950.0,20.0,-0.34%,200.0,1647.0,27674.0,0.71,65252.0,991.67,6.38,372910
657.0,수산중공업,3045.0,120.0,+4.10%,500.0,1644.0,53985.0,1.46,1365480.0,7.37,10.1,017550
658.0,신한 블룸버그 -2X 천연가스 선물 ETN(H),65605.0,3845.0,+6.23%,0.0,1640.0,2500.0,0.0,4272.0,,,500074
659.0,미래에셋 S&P -2X 천연가스 선물 ETN(H),65435.0,3125.0,+5.02%,0.0,1636.0,2500.0,0.0,135.0,,,520059
660.0,ACE 베트남VN30(합성),16180.0,70.0,-0.43%,0.0,1634.0,10100.0,0.06,593073.0,,,245710
661.0,퍼스텍,3400.0,80.0,+2.41%,500.0,1634.0,48061.0,0.82,1302895.0,-106.25,8.79,010820
662.0,삼화페인트,6000.0,0.0,0.00%,500.0,1632.0,27203.0,6.68,52783.0,13.48,-0.84,000390
663.0,KBSTAR iSelect메타버스,7515.0,125.0,+1.69%,0.0,1629.0,21680.0,0.05,35373.0,,,401170
664.0,무학,5710.0,30.0,+0.53%,200.0,1627.0,28500.0,5.08,104756.0,-3.32,-3.13,033920
665.0,삼성물산우B,99200.0,900.0,-0.90%,100.0,1614.0,1627.0,13.22,3561.0,10.48,,02826K
666.0,NI스틸,5640.0,50.0,-0.88%,500.0,1613.0,28600.0,4.3,197393.0,3.95,16.75,008260
667.0,KOSEF 단기자금,101800.0,5.0,0.00%,0.0,1610.0,1582.0,0.07,5235.0,,,130730
668.0,KBSTAR IT플러스,16850.0,205.0,+1.23%,0.0,1604.0,9520.0,0.0,2864.0,,,326240
669.0,HANARO 200TR,40100.0,235.0,+0.59%,0.0,1604.0,4000.0,0.0,1937.0,,,332930
670.0,한국패러랠,2000.0,0.0,0.00%,0.0,1600.0,80020.0,0.0,42314.0,,,168490
671.0,동아타이어,11620.0,10.0,-0.09%,500.0,1596.0,13733.0,2.54,3923.0,7.19,4.49,282690
672.0,벽산,2320.0,0.0,0.00%,500.0,1591.0,68560.0,5.1,142208.0,96.67,-1.97,007210
673.0,KODEX TRF3070,11035.0,50.0,+0.46%,0.0,1589.0,14400.0,0.01,48818.0,,,329650
674.0,노루페인트,7930.0,10.0,-0.13%,500.0,1586.0,20000.0,3.83,89908.0,8.8,4.26,090350
675.0,현대약품,4950.0,20.0,+0.41%,500.0,1584.0,32000.0,1.5,490666.0,44.2,-3.59,004310
676.0,성창기업지주,2255.0,20.0,-0.88%,500.0,1573.0,69752.0,2.44,373273.0,-9.64,1.14,000180
677.0,TIGER 글로벌메타버스액티브,6420.0,50.0,+0.78%,0.0,1564.0,24360.0,0.6,36629.0,,,412770
678.0,팜스코,4240.0,150.0,+3.67%,500.0,1557.0,36728.0,1.45,125031.0,-1.13,1.04,036580
679.0,디와이,5910.0,10.0,-0.17%,500.0,1555.0,26320.0,5.29,63077.0,-13.1,-2.06,013570
680.0,만호제강,37400.0,50.0,-0.13%,1000.0,1552.0,4150.0,1.55,5650.0,30.56,2.75,001080
681.0,SNT에너지,20650.0,100.0,+0.49%,500.0,1550.0,7507.0,2.5,44591.0,22.97,5.2,100840
682.0,NH올원리츠,3670.0,0.0,0.00%,500.0,1549.0,42200.0,2.74,38544.0,44.22,2.84,400760
683.0,디아이,5420.0,210.0,+4.03%,500.0,1534.0,28300.0,7.28,119046.0,14.49,11.22,003160
684.0,삼양통상,51100.0,100.0,+0.20%,5000.0,1533.0,3000.0,4.16,399.0,13.05,8.48,002170
685.0,KODEX 23-12 국고채액티브,10120.0,0.0,0.00%,0.0,1522.0,15040.0,0.0,11734.0,,,448310
686.0,세아특수강,17680.0,280.0,+1.61%,5000.0,1515.0,8570.0,2.84,76914.0,6.97,8.25,019440
687.0,디아이씨,3890.0,80.0,+2.10%,500.0,1513.0,38889.0,1.74,123828.0,10.49,45.03,092200
688.0,컨버즈,4100.0,0.0,0.00%,500.0,1509.0,36810.0,0.09,0.0,-27.33,-19.16,109070
689.0,신일전자,2110.0,15.0,+0.72%,500.0,1499.0,71048.0,3.41,456712.0,-140.67,10.11,002700
690.0,디씨엠,13070.0,40.0,+0.31%,500.0,1490.0,11400.0,1.29,6966.0,3.11,23.91,024090
691.0,ACE 23-12 회사채(AA-이상)액티브,102520.0,5.0,0.00%,0.0,1484.0,1448.0,0.02,62262.0,,,448870
692.0,KODEX 차이나항셍테크,6110.0,40.0,-0.65%,0.0,1482.0,24250.0,2.08,828528.0,,,372330
693.0,TIGER 미국MSCI리츠(합성 H),13090.0,185.0,+1.43%,0.0,1473.0,11250.0,0.01,26827.0,,,182480
694.0,태경비케이,5320.0,10.0,+0.19%,500.0,1467.0,27583.0,0.89,211649.0,8.47,6.47,014580
695.0,샘표식품,32100.0,0.0,0.00%,500.0,1466.0,4568.0,4.52,8064.0,7.44,11.64,248170
696.0,경동도시가스,24750.0,100.0,+0.41%,2500.0,1459.0,5895.0,16.81,12013.0,4.5,6.05,267290
697.0,일성건설,2695.0,5.0,-0.19%,500.0,1456.0,54025.0,64.51,193859.0,13.08,5.67,013360
698.0,한국화장품제조,32050.0,350.0,-1.08%,500.0,1452.0,4532.0,0.32,75630.0,77.6,-2.75,003350
699.0,샘표,50500.0,0.0,0.00%,1000.0,1452.0,2876.0,3.98,6287.0,15.58,6.42,007540
700.0,웅진,1817.0,63.0,-3.35%,500.0,1452.0,79927.0,1.77,4374817.0,13.66,49.76,016880
701.0,KODEX 미국달러선물,11400.0,70.0,-0.61%,0.0,1443.0,12660.0,0.02,128908.0,,,261240
702.0,강남제비스코,22200.0,0.0,0.00%,1000.0,1443.0,6500.0,9.37,10834.0,-4.68,7.95,000860
703.0,KODEX 장기종합채권(AA-이상)액티브KAP,88420.0,355.0,+0.40%,0.0,1441.0,1630.0,0.0,212.0,,,363570
704.0,신흥,15020.0,90.0,+0.60%,500.0,1427.0,9500.0,0.1,22100.0,12.94,13.91,004080
705.0,STX,4975.0,55.0,-1.09%,2500.0,1424.0,28621.0,0.36,214671.0,-37.13,-28.88,011810
706.0,한국석유,11190.0,170.0,-1.50%,500.0,1420.0,12694.0,1.12,284567.0,12.42,7.59,004090
707.0,미원화학,64500.0,200.0,+0.31%,1000.0,1419.0,2199.0,4.62,587.0,7.82,9.75,134380
708.0,한솔홀딩스,3370.0,20.0,+0.60%,1000.0,1416.0,42009.0,12.63,51942.0,3.25,4.22,004150
709.0,TIGER 코스닥150,11440.0,150.0,+1.33%,0.0,1414.0,12360.0,0.36,17660.0,,,232080
710.0,태경케미컬,12160.0,60.0,-0.49%,500.0,1411.0,11600.0,0.82,57892.0,15.94,8.24,006890
711.0,KCTC,4700.0,30.0,+0.64%,500.0,1410.0,30000.0,2.54,42075.0,4.55,9.56,009070
